"Obs","doby","male","raceeth","lifetime_earn","slifetime_earn","weight"
"1525024",1981,0,1,1670394.42,4304925.70,2.52745
"1525025",1981,0,1,456378.08,0.00,2.52745
"1525027",1981,0,1,3209981.70,5536649.36,2.52745
"1525029",1981,0,4,3053627.23,799008.64,2.52745
"1525030",1981,0,1,3552040.24,1226196.96,2.52745
"1525031",1981,0,1,3171118.11,1094859.87,2.52745
"1525032",1981,0,1,2152235.72,979522.48,2.52745
"1525034",1981,0,3,662346.73,485079.94,2.52745
"1525035",1981,0,3,16504.41,569418.99,2.52745
"1525036",1981,0,3,135543.10,1335915.12,2.52745
"1525037",1981,0,1,1149218.44,7107083.58,2.52745
"1525038",1981,0,1,2737932.00,2538608.86,2.52745
"1525042",1981,0,2,1258288.87,127543.26,2.52745
"1525044",1981,0,1,24301836.27,6280904.07,2.52745
"1525046",1981,0,1,447208.96,2690000.23,2.52745
"1525047",1981,0,1,3558626.86,2151638.47,2.52745
"1525048",1981,0,2,958778.40,2024019.50,2.52745
"1525049",1981,0,2,1355809.58,1392275.75,2.52745
"1525050",1981,0,2,2009088.14,614591.62,2.52745
"1525051",1981,0,2,1107267.62,1815922.60,2.52745
"1525052",1981,0,1,1506157.86,403912.22,2.52745
"1525053",1981,0,1,4358451.47,1428228.78,2.52745
"1525054",1981,0,1,3403214.54,1965547.45,2.52745
"1525055",1981,0,1,1141925.20,1595956.33,2.52745
"1525056",1981,0,1,4796104.36,815538.28,2.52745
"1525057",1981,0,1,1294048.43,0.00,2.52745
"1525058",1981,0,1,1559229.39,1060387.36,2.52745
"1525062",1981,0,3,640332.44,0.00,2.52745
"1525063",1981,0,3,3181843.45,210452.27,2.52745
"1525065",1981,0,1,2706529.88,2932300.46,2.52745
"1525069",1981,0,1,247683.93,1784907.43,2.52745
"1525071",1981,0,1,654725.43,0.00,2.52745
"1525072",1981,0,1,461669.25,1883496.47,2.52745
"1525075",1981,0,1,2011149.09,171546.61,2.52745
"1525080",1981,0,3,548902.04,0.00,2.52745
"1525087",1981,0,1,2120026.04,2149754.17,2.52745
"1525090",1981,0,1,1219021.50,5375171.96,2.52745
"1525091",1981,0,1,5107408.50,920335.40,2.52745
"1525096",1981,0,1,2099349.27,2167343.74,2.52745
"1525098",1981,0,1,657316.34,3463225.99,2.52745
"1525099",1981,0,1,978487.79,1455037.93,2.52745
"1525103",1981,0,1,1593071.00,1650113.00,2.52745
"1525107",1981,0,1,161309.16,995093.15,2.52745
"1525111",1981,0,1,2282428.77,3740368.86,2.52745
"1525112",1981,0,2,1629587.64,286976.54,2.52745
"1525113",1981,0,1,4952896.26,1498090.72,2.52745
"1525114",1981,0,2,1772104.32,0.00,2.52745
"1525115",1981,0,1,627226.49,757419.54,2.52745
"1525116",1981,0,1,2342515.93,0.00,2.52745
"1525117",1981,0,3,62476.18,1645797.63,2.52745
"1525118",1981,0,3,517230.73,2165703.39,2.52745
"1525119",1981,0,3,950114.00,864185.08,2.52745
"1525125",1981,0,3,924179.70,3439436.75,2.52745
"1525129",1981,0,1,3573053.50,1735268.02,2.52745
"1525131",1981,0,1,3545848.98,1142943.06,2.52745
"1525134",1981,0,3,474556.49,2205626.90,2.52745
"1525135",1981,0,3,700848.61,214086.27,2.52745
"1525136",1981,0,3,658931.45,2144143.35,2.52745
"1525137",1981,0,1,1216237.11,2427065.29,2.52745
"1525140",1981,0,1,1086624.49,4231808.30,2.52745
"1525141",1981,0,1,100809.82,1124318.82,2.52745
"1525146",1981,0,2,1671891.76,253757.42,2.52745
"1525147",1981,0,2,1811859.59,17757.80,2.52745
"1525150",1981,0,1,3228622.77,244621.95,2.52745
"1525152",1981,0,2,424959.13,2076081.58,2.52745
"1525154",1981,0,1,611109.03,3368018.58,2.52745
"1525158",1981,0,3,1771145.35,3168232.78,2.52745
"1525159",1981,0,3,1650281.24,3491162.35,2.52745
"1525161",1981,0,1,1582656.90,2535344.99,2.52745
"1525163",1981,0,1,3074253.53,4363574.40,2.52745
"1525170",1981,0,3,402599.95,0.00,2.52745
"1525174",1981,0,2,2131550.53,411886.83,2.52745
"1525175",1981,0,2,1102455.94,4668199.38,2.52745
"1525176",1981,0,3,4376957.94,2241546.29,2.52745
"1525177",1981,0,3,1182244.08,122967.11,2.52745
"1525179",1981,0,1,1102077.40,799000.23,2.52745
"1525180",1981,0,1,1303099.77,807134.66,2.52745
"1525181",1981,0,1,978252.26,6097572.20,2.52745
"1525189",1981,0,1,6015882.94,702951.62,2.52745
"1525190",1981,0,2,2598855.84,341023.86,2.52745
"1525191",1981,0,1,423344.02,4882487.54,2.52745
"1525192",1981,0,1,4011808.37,321020.04,2.52745
"1525193",1981,0,1,4131048.95,1932824.64,2.52745
"1525194",1981,0,1,4996521.07,382083.00,2.52745
"1525197",1981,0,1,3536763.99,2009542.39,2.52745
"1525198",1981,0,1,2523071.83,1481956.44,2.52745
"1525199",1981,0,1,2448070.13,3622886.39,2.52745
"1525208",1981,0,1,1107099.38,2086806.92,2.52745
"1525211",1981,0,1,1898234.36,269706.63,2.52745
"1525212",1981,0,1,1687891.45,3200753.70,2.52745
"1525213",1981,0,1,639205.23,4928055.53,2.52745
"1525214",1981,0,1,881160.56,2885950.15,2.52745
"1525216",1981,0,4,2415532.39,2854926.57,2.52745
"1525217",1981,0,4,1853272.03,2614233.04,2.52745
"1525218",1981,0,1,987227.90,1960348.82,2.52745
"1525219",1981,0,3,1786085.12,1759376.91,2.52745
"1525220",1981,0,3,1897317.44,2578380.95,2.52745
"1525221",1981,0,3,1325568.32,0.00,2.52745
"1525223",1981,0,1,1739305.80,868315.39,2.52745
"1525224",1981,0,1,312094.87,1033796.92,2.52745
"1525225",1981,0,1,850473.46,2088245.38,2.52745
"1525232",1981,0,1,1211576.84,634856.21,2.52745
"1525233",1981,0,1,4320361.78,2901680.66,2.52745
"1525234",1981,0,1,4433848.53,4800461.79,2.52745
"1525235",1981,0,1,4217289.13,4042335.64,2.52745
"1525237",1981,0,1,2015809.36,287085.90,2.52745
"1525239",1981,0,3,648071.51,0.00,2.52745
"1525243",1981,0,2,3546345.29,2862102.04,2.52745
"1525245",1981,0,1,5737032.42,74202.55,2.52745
"1525246",1981,0,2,1165924.74,0.00,2.52745
"1525247",1981,0,1,593973.72,1382728.09,2.52745
"1525248",1981,0,1,2271257.59,837140.39,2.52745
"1525249",1981,0,1,1580873.55,1226827.86,2.52745
"1525250",1981,0,1,1533740.92,2044292.50,2.52745
"1525252",1981,0,1,447478.15,838763.91,2.52745
"1525253",1981,0,1,472403.01,1593727.14,2.52745
"1525254",1981,0,1,781721.91,706661.33,2.52745
"1525255",1981,0,1,2303004.61,701647.76,2.52745
"1525256",1981,0,3,163597.24,1357685.46,2.52745
"1525257",1981,0,1,76322.38,1582572.78,2.52745
"1525258",1981,0,1,2308178.01,285252.07,2.52745
"1525259",1981,0,1,3733958.89,3105134.11,2.52745
"1525260",1981,0,1,1942675.13,1499731.07,2.52745
"1525261",1981,0,1,1309980.82,1422163.70,2.52745
"1525262",1981,0,1,1355431.04,867196.59,2.52745
"1525263",1981,0,1,2841829.03,255523.94,2.52745
"1525264",1981,0,1,258728.93,473269.44,2.52745
"1525266",1981,0,1,10330137.58,1552987.66,2.52745
"1525267",1981,0,1,1345319.77,804703.58,2.52745
"1525268",1981,0,1,3286825.63,1623741.27,2.52745
"1525269",1981,0,1,2343752.50,3597019.39,2.52745
"1525273",1981,0,1,830141.58,1953392.06,2.52745
"1525280",1981,0,3,2317481.72,417152.77,2.52745
"1525281",1981,0,3,616400.20,1973050.99,2.52745
"1525282",1981,0,4,1790863.15,4814594.01,2.52745
"1525287",1981,0,2,3613683.63,2387856.80,2.52745
"1525289",1981,0,2,739964.57,458144.61,2.52745
"1525291",1981,0,2,1699340.22,7137501.49,2.52745
"1525292",1981,0,1,1532596.89,0.00,2.52745
"1525293",1981,0,1,310530.24,593233.46,2.52745
"1525294",1981,0,1,1390080.21,55805.43,2.52745
"1525295",1981,0,1,716781.01,1762329.54,2.52745
"1525304",1981,0,1,4311621.67,2548063.98,2.52745
"1525305",1981,0,1,1377840.70,390436.15,2.52745
"1525306",1981,0,1,1792133.37,1816696.51,2.52745
"1525307",1981,0,1,990920.78,0.00,2.52745
"1525309",1981,0,4,1308559.18,2212221.94,2.52745
"1525310",1981,0,4,2206619.52,1029380.60,2.52745
"1525311",1981,0,4,490127.16,1553038.13,2.52745
"1525312",1981,0,4,7443337.81,611798.82,2.52745
"1525313",1981,0,4,1170399.94,2399625.23,2.52745
"1525314",1981,0,1,1153643.17,0.00,2.52745
"1525317",1981,0,3,2702845.41,87232.79,2.52745
"1525318",1981,0,3,2920961.04,923128.20,2.52745
"1525320",1981,0,1,4463913.14,436357.44,2.52745
"1525321",1981,0,4,1095785.20,4396423.39,2.52745
"1525322",1981,0,1,1432653.51,831369.73,2.52745
"1525323",1981,0,1,1598572.47,2074760.89,2.52745
"1525326",1981,0,1,92002.42,1726359.68,2.52745
"1525327",1981,0,1,808505.82,304936.23,2.52745
"1525330",1981,0,2,3752869.14,1930620.69,2.52745
"1525331",1981,0,1,3066564.93,3133449.02,2.52745
"1525332",1981,0,1,519771.17,1515377.45,2.52745
"1525333",1981,0,1,976510.97,82236.04,2.52745
"1525334",1981,0,1,1908631.63,137637.70,2.52745
"1525335",1981,0,1,1064004.53,1001688.18,2.52745
"1525336",1981,0,1,2636373.52,4714129.09,2.52745
"1525337",1981,0,1,8014313.03,948591.43,2.52745
"1525338",1981,0,1,732259.15,2457710.33,2.52745
"1525341",1981,0,1,563118.38,364661.67,2.52745
"1525344",1981,0,1,0.00,695061.13,2.52745
"1525345",1981,0,1,0.00,944553.65,2.52745
"1525346",1981,0,1,16299670.21,965760.39,2.52745
"1525347",1981,0,4,2887085.78,1617339.72,2.52745
"1525348",1981,0,1,3337466.08,2804277.71,2.52745
"1525349",1981,0,1,2394334.06,3227638.56,2.52745
"1525350",1981,0,1,2946407.44,618730.34,2.52745
"1525353",1981,0,1,1607649.05,6395576.92,2.52745
"1525354",1981,0,1,680676.56,1265186.74,2.52745
"1525364",1981,0,1,3342832.96,779871.26,2.52745
"1525365",1981,0,1,5878901.38,549246.94,2.52745
"1525367",1981,0,1,1032476.23,4305884.67,2.52745
"1525373",1981,0,1,1254957.70,2161488.96,2.52745
"1525375",1981,0,1,107783.39,1015525.98,2.52745
"1525376",1981,0,1,918653.00,1681153.41,2.52745
"1525377",1981,0,1,957836.25,2458913.25,2.52745
"1525380",1981,0,1,487023.12,2762957.80,2.52745
"1525381",1981,0,3,2237550.57,289247.79,2.52745
"1525383",1981,0,1,1281783.68,449858.75,2.52745
"1525384",1981,0,1,7182976.95,476011.77,2.52745
"1525385",1981,0,1,1717905.58,3206499.12,2.52745
"1525386",1981,0,1,4606143.81,127349.78,2.52745
"1525387",1981,0,4,519897.35,1250045.08,2.52745
"1525388",1981,0,4,390452.97,529243.12,2.52745
"1525389",1981,0,2,843382.12,1323902.73,2.52745
"1525396",1981,0,4,1643921.74,0.00,2.52745
"1525397",1981,0,1,2470101.25,2809560.47,2.52745
"1525399",1981,0,1,11018401.79,4258398.74,2.52745
"1525405",1981,0,2,981112.35,1026192.44,2.52745
"1525406",1981,0,3,128031.16,2637854.03,2.52745
"1525407",1981,0,1,3169065.57,1514696.08,2.52745
"1525408",1981,0,1,601662.32,2414893.07,2.52745
"1525409",1981,0,1,5092325.73,1001646.12,2.52745
"1525411",1981,0,1,1469801.05,3320742.95,2.52745
"1525413",1981,0,1,1193827.45,4362051.82,2.52745
"1525416",1981,0,1,2882375.04,2171625.46,2.52745
"1525417",1981,0,1,4794144.36,18405.53,2.52745
"1525418",1981,0,1,2235094.26,316511.19,2.52745
"1525426",1981,0,3,600593.99,1589117.34,2.52745
"1525429",1981,0,2,1207909.20,261101.12,2.52745
"1525430",1981,0,3,808615.18,1869818.51,2.52745
"1525431",1981,0,3,4595872.72,59590.85,2.52745
"1525438",1981,0,4,2100072.70,13980.80,2.52745
"1525446",1981,0,1,2883695.73,562580.01,2.52745
"1525447",1981,0,3,2969994.78,23069969.60,2.52745
"1525448",1981,0,3,1118001.38,1047668.36,2.52745
"1525449",1981,0,3,3042422.40,215516.31,2.52745
"1525453",1981,0,3,627840.57,1304807.42,2.52745
"1525455",1981,0,1,1260551.71,922808.54,2.52745
"1525464",1981,0,1,2765473.00,2081011.03,2.52745
"1525465",1981,0,1,995303.45,846990.88,2.52745
"1525466",1981,0,1,785372.73,615559.00,2.52745
"1525468",1981,0,1,2676768.10,4119112.28,2.52745
"1525469",1981,0,1,639810.89,4045641.57,2.52745
"1525470",1981,0,1,755678.25,3078308.13,2.52745
"1525473",1981,0,1,2416196.94,920604.59,2.52745
"1525474",1981,0,2,5450468.07,248811.14,2.52745
"1525475",1981,0,4,428828.67,451019.61,2.52745
"1525476",1981,0,4,1481115.24,299434.76,2.52745
"1525481",1981,0,3,44819.32,1403657.23,2.52745
"1525482",1981,0,3,378541.53,2954230.63,2.52745
"1525483",1981,0,3,212336.56,2461621.92,2.52745
"1525484",1981,0,3,2927253.24,52793.93,2.52745
"1525485",1981,0,1,3591896.46,1583632.70,2.52745
"1525486",1981,0,1,2918807.56,2849904.59,2.52745
"1525488",1981,0,2,4914983.23,847613.37,2.52745
"1525495",1981,0,1,1173445.09,485197.71,2.52745
"1525496",1981,0,3,244386.41,448706.31,2.52745
"1525503",1981,0,1,2989350.87,209333.47,2.52745
"1525504",1981,0,1,1500875.11,1322363.33,2.52745
"1525511",1981,0,3,1186500.57,2347865.99,2.52745
"1525512",1981,0,3,2737679.64,1378917.44,2.52745
"1525513",1981,0,1,2048666.76,982205.91,2.52745
"1525514",1981,0,1,830360.29,599399.48,2.52745
"1525515",1981,0,1,902274.77,74782.98,2.52745
"1525528",1981,0,1,3950476.23,0.00,2.52745
"1525529",1981,0,1,6378349.07,616181.49,2.52745
"1525530",1981,0,1,4903097.02,2449870.31,2.52745
"1525531",1981,0,1,572346.38,1118581.81,2.52745
"1525534",1981,0,1,1080290.23,539388.03,2.52745
"1525535",1981,0,1,1030844.29,289550.62,2.52745
"1525543",1981,0,3,256962.40,58522.52,2.52745
"1525544",1981,0,3,2786385.32,117617.06,2.52745
"1525545",1981,0,3,1825613.27,1939848.69,2.52745
"1525546",1981,0,3,1704841.69,3449825.62,2.52745
"1525547",1981,0,3,4348020.55,0.00,2.52745
"1525549",1981,0,3,1217919.52,2114213.33,2.52745
"1525553",1981,0,3,2172012.41,453972.24,2.52745
"1525554",1981,0,3,1058780.66,977326.93,2.52745
"1525555",1981,0,3,2757069.38,512158.28,2.52745
"1525556",1981,0,3,1576701.18,2224301.62,2.52745
"1525559",1981,0,3,124952.35,796232.67,2.52745
"1525562",1981,0,3,5198.64,0.00,2.52745
"1525563",1981,0,4,1352411.12,4270141.94,2.52745
"1525564",1981,0,1,1860127.84,2026374.87,2.52745
"1525566",1981,0,2,776430.74,3848530.79,2.52745
"1525572",1981,0,4,1978678.64,2427603.66,2.52745
"1525573",1981,0,1,1069548.06,0.00,2.52745
"1525576",1981,0,3,146857.29,0.00,2.52745
"1525578",1981,0,4,1136036.78,3139968.34,2.52745
"1525581",1981,0,3,634107.53,2334726.39,2.52745
"1525586",1981,0,3,233189.99,286909.24,2.52745
"1525593",1981,0,3,600265.92,0.00,2.52745
"1525595",1981,0,1,2251943.56,2179078.52,2.52745
"1525597",1981,0,1,3398747.75,2909495.44,2.52745
"1525598",1981,0,4,1249094.52,99564.83,2.52745
"1525599",1981,0,1,3317857.63,2452713.58,2.52745
"1525601",1981,0,4,2998780.76,1855518.05,2.52745
"1525603",1981,0,1,284797.82,325983.14,2.52745
"1525604",1981,0,3,508684.11,64116.52,2.52745
"1525605",1981,0,2,910417.62,2037848.88,2.52745
"1525606",1981,0,2,1298868.52,2353148.74,2.52745
"1525612",1981,0,1,1267828.12,1105593.63,2.52745
"1525620",1981,0,4,2601026.15,1454297.67,2.52745
"1525621",1981,0,4,903957.17,966593.18,2.52745
"1525622",1981,0,4,440151.27,0.00,2.52745
"1525624",1981,0,2,851491.32,835298.15,2.52745
"1525625",1981,0,4,1571443.66,1479777.73,2.52745
"1525630",1981,0,4,813738.11,2732447.36,2.52745
"1525631",1981,0,1,2050887.54,1460059.92,2.52745
"1525633",1981,0,1,2779722.99,1805912.28,2.52745
"1525634",1981,0,4,1712378.88,3562302.92,2.52745
"1525636",1981,0,2,3467423.59,1510910.66,2.52745
"1525638",1981,0,4,1448569.08,1449149.51,2.52745
"1525639",1981,0,4,797090.69,1159380.17,2.52745
"1525640",1981,0,1,1663513.37,651655.04,2.52745
"1525646",1981,0,1,527316.76,0.00,2.52745
"1525649",1981,0,1,233299.35,2372706.72,2.52745
"1525650",1981,0,1,1677325.93,27608.30,2.52745
"1525651",1981,0,1,1776360.81,692487.05,2.52745
"1525654",1981,0,3,545057.74,1171998.23,2.52745
"1525656",1981,0,4,3257795.70,1408578.27,2.52745
"1525657",1981,0,4,1346186.21,5725440.64,2.52745
"1525658",1981,0,4,262312.46,789309.56,2.52745
"1525660",1981,0,3,235276.18,122159.56,2.52745
"1525662",1981,0,3,463225.48,0.00,2.52745
"1525663",1981,0,3,365788.89,921479.44,2.52745
"1525664",1981,0,3,0.00,722240.42,2.52745
"1525667",1981,0,3,675074.14,592324.96,2.52745
"1525669",1981,0,4,1645562.09,0.00,2.52745
"1525670",1981,0,4,1261805.10,2907989.68,2.52745
"1525671",1981,0,4,1731491.02,1234600.58,2.52745
"1525674",1981,0,1,540288.12,1101093.19,2.52745
"1525678",1981,0,3,176560.18,278715.92,2.52745
"1525679",1981,0,2,516137.17,0.00,2.52745
"1525681",1981,0,1,766950.38,940995.36,2.52745
"1525685",1981,0,1,340098.53,0.00,2.52745
"1525686",1981,0,4,960830.94,858692.02,2.52745
"1525687",1981,0,3,794895.15,1266213.01,2.52745
"1525689",1981,0,1,197800.57,879982.88,2.52745
"1525693",1981,0,3,21341.33,691629.02,2.52745
"1525694",1981,0,1,377809.68,316309.30,2.52745
"1525696",1981,0,1,742134.88,348653.57,2.52745
"1525697",1981,0,1,2491493.05,2311063.34,2.52745
"1525699",1981,0,1,1381424.22,638700.51,2.52745
"1525703",1981,0,3,33034.06,610848.26,2.52745
"1525708",1981,0,1,897984.63,623407.43,2.52745
"1525709",1981,0,4,3670405.97,1714734.25,2.52745
"1525711",1981,0,2,129932.28,1740634.90,2.52745
"1525712",1981,0,1,129789.27,0.00,2.52745
"1525716",1981,0,3,382814.84,326824.34,2.52745
"1525719",1981,0,3,544241.78,265164.14,2.52745
"1525720",1981,0,3,284915.59,0.00,2.52745
"1525721",1981,0,3,76591.57,0.00,2.52745
"1525728",1981,0,4,105924.33,1611156.87,2.52745
"1525729",1981,0,1,1798644.29,952317.96,2.52745
"1525733",1981,0,3,4946.28,189607.25,2.52745
"1525736",1981,0,1,121495.01,359563.98,2.52745
"1525739",1981,0,2,141204.40,0.00,2.52745
"1525741",1981,0,3,519720.70,0.00,2.52745
"1525742",1981,0,3,411239.11,0.00,2.52745
"1525743",1981,0,4,1085909.47,258325.15,2.52745
"1525744",1981,0,4,999610.41,110996.79,2.52745
"1525745",1981,0,4,961402.95,877795.75,2.52745
"1525759",1981,0,3,325133.53,0.00,2.52745
"1525762",1981,0,1,519451.51,125145.83,2.52745
"1525763",1981,0,1,547017.75,628866.84,2.52745
"1525766",1981,0,3,803038.00,0.00,2.52745
"1525767",1981,0,3,83565.15,0.00,2.52745
"1525770",1981,0,4,64444.59,0.00,2.52745
"1525773",1981,0,2,304574.52,0.00,2.52745
"1525774",1981,0,3,58455.22,155336.62,2.52745
"1525775",1981,0,3,120729.51,219999.93,2.52745
"1525782",1981,0,3,38737.42,0.00,2.52745
"1525783",1981,0,3,22594.72,0.00,2.52745
"1525785",1981,0,3,25051.04,4357.43,2.52745
"1595128",1982,0,1,828795.65,787938.40,2.56269
"1595129",1982,0,1,2973410.07,2041112.75,2.56269
"1595130",1982,0,1,1343368.18,2896810.09,2.56269
"1595133",1982,0,1,4262436.51,3143173.33,2.56269
"1595134",1982,0,1,313592.22,1245754.94,2.56269
"1595135",1982,0,1,3122042.30,1032324.81,2.56269
"1595137",1982,0,1,2144303.17,3661573.34,2.56269
"1595138",1982,0,1,789166.56,53542.60,2.56269
"1595142",1982,0,3,601838.97,626031.98,2.56269
"1595144",1982,0,4,3035213.28,2346368.64,2.56269
"1595151",1982,0,1,584123.23,5854985.96,2.56269
"1595152",1982,0,1,2313376.65,2689840.40,2.56269
"1595153",1982,0,1,2409265.42,2020780.87,2.56269
"1595155",1982,0,1,904798.38,1630588.67,2.56269
"1595156",1982,0,1,3617662.52,159466.93,2.56269
"1595157",1982,0,1,677572.51,3638465.48,2.56269
"1595160",1982,0,3,1067588.06,0.00,2.56269
"1595161",1982,0,1,547581.35,649795.98,2.56269
"1595164",1982,0,2,760422.64,123976.56,2.56269
"1595165",1982,0,2,1256749.47,333217.49,2.56269
"1595167",1982,0,1,2888877.54,5876916.14,2.56269
"1595170",1982,0,1,1525572.84,0.00,2.56269
"1595171",1982,0,4,3574559.26,1850184.82,2.56269
"1595173",1982,0,1,6181263.53,2704519.40,2.56269
"1595176",1982,0,1,1892833.83,1144364.69,2.56269
"1595177",1982,0,1,3075338.69,887814.48,2.56269
"1595179",1982,0,1,3517853.73,3546025.64,2.56269
"1595180",1982,0,1,1600885.78,2852680.56,2.56269
"1595181",1982,0,3,844980.40,204370.37,2.56269
"1595182",1982,0,3,350470.57,49867521.76,2.56269
"1595184",1982,0,1,13891775.95,340880.85,2.56269
"1595185",1982,0,1,5276187.55,1108478.96,2.56269
"1595190",1982,0,3,345423.35,1122224.22,2.56269
"1595193",1982,0,1,1422752.55,4198076.04,2.56269
"1595196",1982,0,1,1017906.59,730930.05,2.56269
"1595197",1982,0,1,44979.15,672575.77,2.56269
"1595203",1982,0,1,2226253.21,1293821.30,2.56269
"1595204",1982,0,1,2288569.56,340106.95,2.56269
"1595208",1982,0,1,3175803.61,1748870.28,2.56269
"1595209",1982,0,1,830267.76,2251464.08,2.56269
"1595212",1982,0,1,1022112.60,1099713.62,2.56269
"1595213",1982,0,2,310227.40,329625.55,2.56269
"1595215",1982,0,2,1766787.91,806385.99,2.56269
"1595217",1982,0,2,4750502.72,834372.83,2.56269
"1595221",1982,0,1,1157706.18,2014076.48,2.56269
"1595222",1982,0,1,180303.54,2903909.85,2.56269
"1595233",1982,0,3,2128656.79,200164.35,2.56269
"1595234",1982,0,3,1545433.65,1573824.27,2.56269
"1595236",1982,0,1,5457635.13,4803835.02,2.56269
"1595239",1982,0,1,1122476.58,8517520.91,2.56269
"1595240",1982,0,4,1370572.70,972044.18,2.56269
"1595249",1982,0,3,56941.06,0.00,2.56269
"1595251",1982,0,2,3761096.11,175794.69,2.56269
"1595252",1982,0,4,1566531.03,1137315.41,2.56269
"1595253",1982,0,1,371929.67,1327755.45,2.56269
"1595256",1982,0,1,1829566.92,1021700.41,2.56269
"1595257",1982,0,1,609039.67,1095221.59,2.56269
"1595262",1982,0,1,4539621.44,0.00,2.56269
"1595265",1982,0,1,3456429.06,2859427.01,2.56269
"1595266",1982,0,1,1750333.97,108363.82,2.56269
"1595267",1982,0,2,1267828.12,950416.84,2.56269
"1595268",1982,0,1,1351948.46,2792214.86,2.56269
"1595270",1982,0,1,5074080.02,0.00,2.56269
"1595271",1982,0,3,715519.20,444475.05,2.56269
"1595272",1982,0,3,75136.29,399294.02,2.56269
"1595276",1982,0,2,1741964.00,289399.21,2.56269
"1595278",1982,0,1,3390369.36,1139460.48,2.56269
"1595279",1982,0,2,2516274.91,1500017.08,2.56269
"1595280",1982,0,1,3631029.24,632828.91,2.56269
"1595282",1982,0,1,1609810.95,152543.82,2.56269
"1595284",1982,0,1,2977498.32,583568.03,2.56269
"1595285",1982,0,1,1956369.92,15260775.60,2.56269
"1595286",1982,0,1,1771229.47,0.00,2.56269
"1595287",1982,0,1,1671639.40,3232248.36,2.56269
"1595288",1982,0,1,2235413.92,1589302.41,2.56269
"1595290",1982,0,1,431066.27,2419267.33,2.56269
"1595291",1982,0,1,759186.07,4792487.19,2.56269
"1595292",1982,0,1,798646.92,3770988.66,2.56269
"1595293",1982,0,1,3950770.65,1668375.53,2.56269
"1595294",1982,0,1,2444881.97,4992550.59,2.56269
"1595297",1982,0,1,1557597.45,4805332.36,2.56269
"1595304",1982,0,1,5048011.13,9244589.83,2.56269
"1595305",1982,0,1,8471212.66,0.00,2.56269
"1595306",1982,0,1,957550.24,1101295.08,2.56269
"1595307",1982,0,1,25614.64,0.00,2.56269
"1595308",1982,0,1,2048506.93,4507352.88,2.56269
"1595309",1982,0,1,630195.94,2717945.01,2.56269
"1595310",1982,0,1,2650749.68,564052.12,2.56269
"1595315",1982,0,1,523951.95,1462263.87,2.56269
"1595317",1982,0,1,1418176.40,1834992.68,2.56269
"1595321",1982,0,1,314374.53,1676425.84,2.56269
"1595322",1982,0,1,793229.57,3077349.16,2.56269
"1595324",1982,0,1,2432659.29,131328.67,2.56269
"1595326",1982,0,1,726934.33,1363666.42,2.56269
"1595330",1982,0,1,361692.23,2261020.15,2.56269
"1595331",1982,0,1,1968777.67,518635.54,2.56269
"1595333",1982,0,3,1987200.03,264937.01,2.56269
"1595334",1982,0,2,3028971.55,35540.84,2.56269
"1595335",1982,0,2,1004523.04,252697.50,2.56269
"1595337",1982,0,1,663280.47,830166.81,2.56269
"1595340",1982,0,1,779946.97,1734073.51,2.56269
"1595342",1982,0,1,3479503.27,2435468.91,2.56269
"1595343",1982,0,1,613338.22,31644036.20,2.56269
"1595353",1982,0,2,1551498.73,525390.41,2.56269
"1595354",1982,0,3,1508000.10,795904.60,2.56269
"1595355",1982,0,1,535728.80,2034425.19,2.56269
"1595356",1982,0,1,1592978.47,336666.42,2.56269
"1595357",1982,0,1,1045792.48,1719478.63,2.56269
"1595358",1982,0,3,1091957.72,0.00,2.56269
"1595359",1982,0,1,1856451.78,4060791.65,2.56269
"1595360",1982,0,2,1878878.27,206801.44,2.56269
"1595361",1982,0,1,2727164.60,1092538.15,2.56269
"1595362",1982,0,1,1069850.90,2084131.90,2.56269
"1595363",1982,0,1,649896.92,1813676.59,2.56269
"1595368",1982,0,1,535400.73,22456454.72,2.56269
"1595369",1982,0,1,312565.95,3579211.11,2.56269
"1595375",1982,0,3,1135321.76,1973858.54,2.56269
"1595376",1982,0,3,2428486.92,4709376.29,2.56269
"1595377",1982,0,3,7991045.35,1367847.20,2.56269
"1595378",1982,0,3,5703367.46,2896153.95,2.56269
"1595381",1982,0,1,1235896.04,1039273.15,2.56269
"1595382",1982,0,1,622532.58,3322273.94,2.56269
"1595383",1982,0,1,3090177.51,1338792.04,2.56269
"1595384",1982,0,1,3150247.85,0.00,2.56269
"1595388",1982,0,4,93062.33,184652.56,2.56269
"1595389",1982,0,4,760372.17,1165226.54,2.56269
"1595390",1982,0,4,197169.66,4119078.63,2.56269
"1595391",1982,0,3,1755801.80,2574704.89,2.56269
"1595392",1982,0,3,732528.33,1889384.90,2.56269
"1595393",1982,0,3,349183.53,1054229.75,2.56269
"1595396",1982,0,3,2874964.04,643066.35,2.56269
"1595399",1982,0,1,10245218.10,1822761.59,2.56269
"1595400",1982,0,1,2220440.49,1525926.14,2.56269
"1595401",1982,0,1,5807743.98,119753.72,2.56269
"1595402",1982,0,1,1157167.81,986100.69,2.56269
"1595403",1982,0,3,1731036.77,0.00,2.56269
"1595404",1982,0,3,820703.27,0.00,2.56269
"1595405",1982,0,3,736591.35,393456.07,2.56269
"1595406",1982,0,3,2515223.40,330290.10,2.56269
"1595407",1982,0,2,835701.93,1199631.76,2.56269
"1595408",1982,0,1,536527.94,29821459.67,2.56269
"1595409",1982,0,1,266081.05,911780.37,2.56269
