"Obs","doby","male","raceeth","lifetime_earn","slifetime_earn","weight"
"108751",1949,0,1,341621.11,1048198.32,2.47962
"108752",1949,0,2,913016.93,3340830.89,2.47962
"108755",1949,0,1,512839.65,1695134.21,2.47962
"108757",1949,0,1,563051.08,2433466.84,2.47962
"108767",1949,0,4,506404.45,4029961.54,2.47962
"108770",1949,0,4,879301.50,2646913.79,2.47962
"108771",1949,0,4,1275197.06,2553287.86,2.47962
"108772",1949,0,1,2069680.02,2787176.05,2.47962
"108773",1949,0,1,2205685.79,2300800.66,2.47962
"108774",1949,0,1,1829642.63,589296.63,2.47962
"108775",1949,0,1,1800276.22,602293.22,2.47962
"108777",1949,0,3,292864.96,624257.04,2.47962
"108782",1949,0,1,844719.63,645884.38,2.47962
"108783",1949,0,1,993553.75,1243492.10,2.47962
"108784",1949,0,1,937378.18,1193633.98,2.47962
"108785",1949,0,1,1045094.28,1485666.15,2.47962
"108786",1949,0,3,78248.74,2072842.95,2.47962
"108787",1949,0,2,153973.87,1075419.66,2.47962
"108788",1949,0,2,131059.49,1267996.36,2.47962
"108790",1949,0,2,519056.15,0.00,2.47962
"108791",1949,0,1,545444.70,839100.39,2.47962
"108792",1949,0,1,614036.42,860803.44,2.47962
"108795",1949,0,1,99144.23,2633631.19,2.47962
"108798",1949,0,1,1699870.18,2643994.82,2.47962
"108799",1949,0,1,2071539.08,1787405.81,2.47962
"108800",1949,0,1,2125039.62,292410.71,2.47962
"108801",1949,0,1,2106751.86,303077.17,2.47962
"108802",1949,0,1,1318998.52,3031377.40,2.47962
"108808",1949,0,1,888024.78,1157823.95,2.47962
"108809",1949,0,1,196824.77,2091315.77,2.47962
"108810",1949,0,1,208727.80,580506.05,2.47962
"108811",1949,0,1,2068216.33,606272.11,2.47962
"108812",1949,0,1,293277.15,796392.49,2.47962
"108813",1949,0,1,250762.73,770315.19,2.47962
"108814",1949,0,1,831891.28,2035586.05,2.47962
"108815",1949,0,1,671894.39,674022.64,2.47962
"108816",1949,0,1,796215.84,1922604.02,2.47962
"108818",1949,0,1,562016.40,1736058.75,2.47962
"108825",1949,0,1,1797693.73,749234.63,2.47962
"108827",1949,0,2,2284228.95,530101.15,2.47962
"108828",1949,0,2,2072371.87,534492.23,2.47962
"108829",1949,0,1,623466.31,962294.63,2.47962
"108830",1949,0,1,656618.14,1136785.45,2.47962
"108831",1949,0,1,615188.87,1296445.86,2.47962
"108833",1949,0,1,691326.19,3653371.60,2.47962
"108834",1949,0,1,730332.79,4526347.25,2.47962
"108838",1949,0,1,1625827.46,2037874.12,2.47962
"108839",1949,0,1,1370698.88,1979898.38,2.47962
"108840",1949,0,1,2009037.67,100010.67,2.47962
"108843",1949,0,4,82202.40,998743.97,2.47962
"108845",1949,0,4,43910.82,1459874.85,2.47962
"108852",1949,0,1,297659.82,465429.43,2.47962
"108853",1949,0,1,530875.05,465429.43,2.47962
"108854",1949,0,1,159710.88,2489911.59,2.47962
"108859",1949,0,1,1523865.20,2955189.60,2.47962
"108863",1949,0,2,172446.70,1867547.26,2.47962
"108869",1949,0,1,1161357.00,375731.91,2.47962
"108870",1949,0,1,1144625.47,405064.67,2.47962
"108871",1949,0,1,1640683.11,1443757.40,2.47962
"108872",1949,0,1,1049863.90,733613.49,2.47962
"108873",1949,0,1,1011328.38,758285.98,2.47962
"108874",1949,0,2,805351.31,607676.92,2.47962
"108875",1949,0,1,653017.79,314098.03,2.47962
"108876",1949,0,1,615121.57,248592.43,2.47962
"108877",1949,0,1,2831162.58,755030.52,2.47962
"108879",1949,0,1,1012640.65,850195.86,2.47962
"108884",1949,0,2,290332.94,242880.66,2.47962
"108887",1949,0,1,426204.11,731182.41,2.47962
"108888",1949,0,1,2204003.38,921681.33,2.47962
"108889",1949,0,1,2296123.56,1010377.82,2.47962
"108890",1949,0,1,2152084.31,1194635.01,2.47962
"108893",1949,0,1,888226.67,818095.54,2.47962
"108897",1949,0,1,198078.16,57740.20,2.47962
"108901",1949,0,3,1829070.61,1202542.32,2.47962
"108902",1949,0,1,413401.00,1724424.91,2.47962
"108903",1949,0,1,434355.38,1648741.84,2.47962
"108904",1949,0,1,386230.13,1522923.05,2.47962
"108905",1949,0,1,1570198.68,854149.52,2.47962
"108906",1949,0,1,241114.13,3340713.12,2.47962
"108907",1949,0,2,729878.54,0.00,2.47962
"108909",1949,0,2,989112.19,0.00,2.47962
"108910",1949,0,2,1058713.36,203268.39,2.47962
"108911",1949,0,1,1569921.08,2729763.92,2.47962
"108912",1949,0,1,1795826.25,2719366.64,2.47962
"108913",1949,0,1,486072.56,497630.70,2.47962
"108914",1949,0,1,496242.71,460617.75,2.47962
"108918",1949,0,1,157961.17,1894112.46,2.47962
"108920",1949,0,1,283586.49,991063.79,2.47962
"108923",1949,0,1,51027.40,14286720.95,2.47962
"108926",1949,0,1,2116307.93,225080.79,2.47962
"108927",1949,0,1,2154767.75,132060.52,2.47962
"108928",1949,0,1,1954376.27,96401.91,2.47962
"108929",1949,0,1,235646.31,1914907.01,2.47962
"108931",1949,0,1,3348712.97,1300988.35,2.47962
"108933",1949,0,2,1680017.78,0.00,2.47962
"108935",1949,0,1,429484.81,1840805.40,2.47962
"108936",1949,0,1,444979.77,1910852.41,2.47962
"108940",1949,0,1,1949497.29,1694478.07,2.47962
"108943",1949,0,1,773907.13,2826090.12,2.47962
"108944",1949,0,4,2622064.65,646321.81,2.47962
"108945",1949,0,4,2289478.06,646321.81,2.47962
"108947",1949,0,1,2512052.07,470400.94,2.47962
"108948",1949,0,1,457379.11,1926524.03,2.47962
"108950",1949,0,1,184501.14,1118792.11,2.47962
"108951",1949,0,1,1628258.54,237093.18,2.47962
"108952",1949,0,1,1509160.96,247473.63,2.47962
"108953",1949,0,1,1717770.99,224113.41,2.47962
"108954",1949,0,1,1242104.12,417607.02,2.47962
"108955",1949,0,1,1180065.37,1725669.89,2.47962
"108956",1949,0,1,1266288.71,1827850.87,2.47962
"108957",1949,0,1,1346699.35,1838004.19,2.47962
"108958",1949,0,1,437896.84,993259.33,2.47962
"108961",1949,0,1,529058.05,0.00,2.47962
"108967",1949,0,3,130983.78,1103414.91,2.47962
"108969",1949,0,1,157077.91,2448288.85,2.47962
"108973",1949,0,1,641375.53,4029894.24,2.47962
"108978",1949,0,2,320919.10,209585.83,2.47962
"108979",1949,0,2,0.00,1191211.31,2.47962
"108983",1949,0,1,765739.04,2741490.29,2.47962
"108984",1949,0,1,809935.87,2660103.86,2.47962
"108985",1949,0,1,2165350.08,655356.33,2.47962
"108987",1949,0,2,1566413.26,2185925.92,2.47962
"108989",1949,0,1,507666.25,5505794.02,2.47962
"108993",1949,0,1,3035272.17,1375115.20,2.47962
"108996",1949,0,1,2946895.34,1783839.11,2.47962
"109004",1949,0,1,917365.96,2451451.77,2.47962
"109011",1949,0,1,1904417.20,1938485.94,2.47962
"109012",1949,0,1,1936988.60,1960819.89,2.47962
"109013",1949,0,4,214708.76,737297.96,2.47962
"109014",1949,0,4,684226.43,834364.42,2.47962
"109015",1949,0,1,1935869.80,485021.06,2.47962
"109019",1949,0,1,84515.71,2783256.04,2.47962
"109020",1949,0,1,628950.96,3489866.90,2.47962
"109021",1949,0,1,1093152.23,1462726.53,2.47962
"109022",1949,0,1,1096130.09,1374433.82,2.47962
"109027",1949,0,1,1812835.39,0.00,2.47962
"109028",1949,0,1,1421095.38,1382257.01,2.47962
"109030",1949,0,1,270993.68,2743980.25,2.47962
"109031",1949,0,1,258838.29,2245895.31,2.47962
"109032",1949,0,1,339425.57,2260279.89,2.47962
"109033",1949,0,4,850936.12,1427740.88,2.47962
"109034",1949,0,4,906606.96,1522653.86,2.47962
"109037",1949,0,1,720070.11,2282336.24,2.47962
"109038",1949,0,1,720499.12,2384651.81,2.47962
"109039",1949,0,4,103249.31,233711.54,2.47962
"109040",1949,0,4,25976.36,247599.81,2.47962
"109041",1949,0,1,1841587.72,1119246.36,2.47962
"109043",1949,0,1,515203.43,1027925.32,2.47962
"109044",1949,0,1,88225.41,2413177.02,2.47962
"109045",1949,0,1,335185.91,1261022.78,2.47962
"109046",1949,0,3,591508.99,0.00,2.47962
"109048",1949,0,2,2696376.55,2148828.85,2.47962
"109050",1949,0,1,1153348.75,612059.59,2.47962
"109055",1949,0,1,1342476.51,3090875.71,2.47962
"109057",1949,0,1,526997.11,1773029.64,2.47962
"109058",1949,0,1,408454.72,2461764.93,2.47962
"109064",1949,0,3,267014.78,115101.86,2.47962
"109065",1949,0,3,308587.06,1970947.98,2.47962
"109066",1949,0,1,990222.58,2458812.30,2.47962
"109070",1949,0,2,540616.19,825069.12,2.47962
"109072",1949,0,1,1412489.87,3425590.55,2.47962
"109073",1949,0,1,868584.57,670371.81,2.47962
"109077",1949,0,1,1281346.25,2044191.56,2.47962
"109079",1949,0,1,1052227.68,1764491.43,2.47962
"109081",1949,0,1,1921030.97,1444867.78,2.47962
"109084",1949,0,1,484406.98,0.00,2.47962
"109086",1949,0,2,469601.80,1626643.43,2.47962
"109087",1949,0,1,3058565.09,842700.74,2.47962
"109103",1949,0,3,255103.34,640618.45,2.47962
"109107",1949,0,1,2071143.72,1486650.36,2.47962
"109109",1949,0,1,1970628.32,1485321.26,2.47962
"109111",1949,0,1,1596048.86,2070445.52,2.47962
"109112",1949,0,1,793910.94,0.00,2.47962
"109113",1949,0,1,272886.38,645379.66,2.47962
"109114",1949,0,1,314071.70,521899.41,2.47962
"109115",1949,0,1,346929.11,1884093.73,2.47962
"109119",1949,0,1,114916.80,2377846.47,2.47962
"109121",1949,0,1,266341.82,1729774.96,2.47962
"109122",1949,0,1,245892.17,1879719.47,2.47962
"109123",1949,0,3,622869.06,1051697.73,2.47962
"109124",1949,0,3,712103.91,1100327.70,2.47962
"109130",1949,0,1,735607.14,2999378.02,2.47962
"109131",1949,0,1,678657.67,3245059.88,2.47962
"109135",1949,0,1,761718.09,3578454.03,2.47962
"109137",1949,0,1,614532.73,2965797.18,2.47962
"109138",1949,0,1,2414834.19,10003876.84,2.47962
"109139",1949,0,1,2371125.26,13140665.44,2.47962
"109142",1949,0,1,546513.02,814562.49,2.47962
"109143",1949,0,1,549558.18,1800772.53,2.47962
"109144",1949,0,1,2331277.45,1698095.24,2.47962
"109146",1949,0,1,2081784.94,3430015.28,2.47962
"109147",1949,0,1,1962880.84,3331897.31,2.47962
"109148",1949,0,1,232786.22,1697540.05,2.47962
"109151",1949,0,3,641745.66,312212.64,2.47962
"109152",1949,0,3,663869.31,347030.05,2.47962
"109154",1949,0,3,89453.57,536090.51,2.47962
"109156",1949,0,3,0.00,573885.78,2.47962
"109157",1949,0,1,1073955.97,3029400.57,2.47962
"109159",1949,0,3,461189.76,842793.27,2.47962
"109160",1949,0,2,1151800.93,194948.89,2.47962
"109161",1949,0,1,61029.31,3765100.24,2.47962
"109162",1949,0,1,152232.58,3227049.72,2.47962
"109163",1949,0,1,217753.91,2705402.67,2.47962
"109164",1949,0,1,85289.61,3608148.51,2.47962
"109165",1949,0,1,2062462.50,3583669.49,2.47962
"109166",1949,0,4,1521265.88,0.00,2.47962
"109167",1949,0,2,243822.81,2789152.88,2.47962
"109171",1949,0,1,216761.29,2886362.34,2.47962
"109172",1949,0,1,216845.41,2940190.95,2.47962
"109173",1949,0,1,378709.77,1977198.12,2.47962
"109174",1949,0,1,543863.23,1643265.61,2.47962
"109175",1949,0,1,557162.66,1472938.74,2.47962
"109176",1949,0,1,920587.76,2781548.40,2.47962
"109177",1949,0,1,228327.84,776935.46,2.47962
"109179",1949,0,1,259578.55,1112197.08,2.47962
"109181",1949,0,1,1000788.10,350201.39,2.47962
"109182",1949,0,1,766681.19,793069.74,2.47962
"109184",1949,0,1,434860.10,1132857.03,2.47962
"109189",1949,0,1,105545.79,366890.86,2.47962
"109190",1949,0,1,87384.21,421695.26,2.47962
"109191",1949,0,1,214877.00,353717.62,2.47962
"109192",1949,0,2,1592927.99,2086386.32,2.47962
"109198",1949,0,1,598633.99,2214257.65,2.47962
"109205",1949,0,2,1879769.94,1167674.44,2.47962
"109206",1949,0,2,1960104.87,1157823.95,2.47962
"109207",1949,0,2,1844489.87,1149445.56,2.47962
"109217",1949,0,1,91464.05,4645125.17,2.47962
"109220",1949,0,1,591365.99,1297699.25,2.47962
"109221",1949,0,1,221581.39,6579573.34,2.47962
"109222",1949,0,1,212706.69,7298566.71,2.47962
"109223",1949,0,1,258552.28,6107834.88,2.47962
"109224",1949,0,1,895932.09,2786873.22,2.47962
"109229",1949,0,1,2580576.49,955825.78,2.47962
"109230",1949,0,1,3729424.80,438754.87,2.47962
"109232",1949,0,1,1941682.51,2173930.36,2.47962
"109233",1949,0,1,1930216.91,2183006.94,2.47962
"109234",1949,0,1,1864779.70,1872787.95,2.47962
"109236",1949,0,1,754222.97,0.00,2.47962
"109237",1949,0,1,630439.89,55696.08,2.47962
"109240",1949,0,1,1076597.35,3003432.62,2.47962
"109241",1949,0,1,1384402.08,3024100.99,2.47962
"109242",1949,0,1,1196241.71,3415866.23,2.47962
"109243",1949,0,1,1100428.64,2993573.72,2.47962
"109244",1949,0,1,1094153.26,3006932.03,2.47962
"109245",1949,0,1,1064189.60,2956771.07,2.47962
"109248",1949,0,1,20289.83,3098152.12,2.47962
"109249",1949,0,1,638868.75,2060510.90,2.47962
"109250",1949,0,1,719380.32,1766661.73,2.47962
"109254",1949,0,1,1823636.44,2302886.84,2.47962
"109258",1949,0,1,1344394.45,1567767.60,2.47962
"109259",1949,0,1,1465426.80,639768.83,2.47962
"109260",1949,0,1,441530.84,2104976.92,2.47962
"109262",1949,0,1,971774.99,1810194.01,2.47962
"109263",1949,0,1,986672.70,1835875.95,2.47962
"109268",1949,0,1,1214571.53,3538202.44,2.47962
"109269",1949,0,1,1515411.10,3478931.25,2.47962
"109279",1949,0,1,317730.94,1864628.28,2.47962
"109281",1949,0,1,349620.96,1645511.62,2.47962
"109282",1949,0,1,385262.75,1674835.97,2.47962
"109283",1949,0,1,401851.28,497100.74,2.47962
"109286",1949,0,1,2365733.15,185342.35,2.47962
"109287",1949,0,1,324283.91,1034537.18,2.47962
"109288",1949,0,1,340014.41,981028.23,2.47962
"109289",1949,0,1,308284.22,987547.56,2.47962
"109290",1949,0,2,907347.22,0.00,2.47962
"109295",1949,0,1,603782.15,2892679.78,2.47962
"109296",1949,0,2,355097.19,102155.74,2.47962
"109297",1949,0,1,2045815.08,1222083.48,2.47962
"109298",1949,0,1,527779.43,3676849.59,2.47962
"109301",1949,0,2,3013712.12,0.00,2.47962
"109309",1949,0,1,1816309.56,4904527.07,2.47962
"109310",1949,0,1,1978182.33,0.00,2.47962
"109311",1949,0,1,174903.01,763207.02,2.47962
"109312",1949,0,1,161376.46,831521.15,2.47962
"109315",1949,0,1,467439.91,1604688.02,2.47962
"109318",1949,0,1,1160574.68,902686.96,2.47962
"109322",1949,0,3,2944.21,31208.65,2.47962
"109323",1949,0,3,12878.82,31747.02,2.47962
"109325",1949,0,1,182448.61,1166723.88,2.47962
"109326",1949,0,3,117381.52,504.72,2.47962
"109328",1949,0,2,1985719.51,2391364.61,2.47962
"109330",1949,0,2,1867614.55,2129321.34,2.47962
"109332",1949,0,1,1920156.12,3037030.28,2.47962
"109333",1949,0,2,689837.26,0.00,2.47962
"109337",1949,0,2,46400.78,682047.72,2.47962
"109339",1949,0,2,751295.58,1436464.16,2.47962
"109341",1949,0,1,2010206.94,232760.98,2.47962
"109345",1949,0,1,798731.04,1955108.12,2.47962
"109346",1949,0,1,826053.33,2009172.26,2.47962
"109347",1949,0,1,695178.90,1969568.40,2.47962
"109351",1949,0,1,552224.80,1487525.21,2.47962
"109353",1949,0,1,328641.34,1055987.86,2.47962
"109355",1949,0,3,0.00,159450.10,2.47962
"109356",1949,0,1,1143607.61,1592532.63,2.47962
"109357",1949,0,1,977865.30,1480820.82,2.47962
"109360",1949,0,4,1511617.27,528494.45,2.47962
"109361",1949,0,2,508818.70,1808755.55,2.47962
"109362",1949,0,1,6166.02,601191.25,2.47962
"109367",1949,0,1,157178.86,54207.15,2.47962
"109378",1949,0,1,1222546.14,803399.72,2.47962
"109380",1949,0,2,0.00,1403001.09,2.47962
"109381",1949,0,1,437837.96,1474848.27,2.47962
"109388",1949,0,1,2443628.58,383168.15,2.47962
"109389",1949,0,1,2431910.62,684773.22,2.47962
"109390",1949,0,1,1249262.76,714863.06,2.47962
"109391",1949,0,1,1085059.85,647280.78,2.47962
"109392",1949,0,3,355400.02,1019748.82,2.47962
"109393",1949,0,3,287607.44,414671.22,2.47962
"109394",1949,0,3,431671.94,396627.40,2.47962
"109395",1949,0,1,24613.61,1496509.26,2.47962
"109396",1949,0,1,104847.59,1498822.57,2.47962
"109399",1949,0,1,256508.15,3355165.00,2.47962
"109401",1949,0,1,633510.28,2405564.13,2.47962
"109404",1949,0,1,836745.02,1119986.62,2.47962
"109407",1949,0,1,3124313.55,1995469.06,2.47962
"109408",1949,0,1,3284360.91,160341.78,2.47962
"109409",1949,0,1,732688.16,2727669.32,2.47962
"109412",1949,0,1,1796869.35,3568830.66,2.47962
"109414",1949,0,1,2297856.44,3578386.73,2.47962
"109417",1949,0,1,1225894.13,2625639.76,2.47962
"109419",1949,0,1,220437.35,4238479.04,2.47962
"109420",1949,0,1,484449.04,4053700.30,2.47962
"109422",1949,0,1,730988.93,2799129.55,2.47962
"109425",1949,0,1,73058.52,1743520.23,2.47962
"109426",1949,0,1,73058.52,886468.55,2.47962
"109428",1949,0,1,2296485.28,1384965.69,2.47962
"109429",1949,0,1,2462622.95,1212636.76,2.47962
"109431",1949,0,1,1528962.89,2805817.12,2.47962
"109432",1949,0,1,1354387.95,2631427.24,2.47962
"109433",1949,0,1,1614959.11,2757666.63,2.47962
"109434",1949,0,1,1447458.69,2701878.02,2.47962
"109435",1949,0,1,348241.38,2864465.82,2.47962
"109437",1949,0,1,654405.77,5263939.63,2.47962
"109445",1949,0,1,2027443.20,4783133.00,2.47962
"109446",1949,0,1,2353804.88,181758.82,2.47962
"109447",1949,0,1,1963351.91,696852.90,2.47962
"109449",1949,0,1,409851.12,1316130.02,2.47962
"109456",1949,0,2,1278856.29,111854.82,2.47962
"109459",1949,0,3,397931.27,897639.74,2.47962
"109460",1949,0,3,278976.70,907927.65,2.47962
"109462",1949,0,1,678262.30,1156074.24,2.47962
"109463",1949,0,4,3077483.75,4870744.34,2.47962
"109464",1949,0,4,2065894.61,4987242.60,2.47962
"109465",1949,0,4,2236978.55,4762557.17,2.47962
"109471",1949,0,1,615853.42,1459361.72,2.47962
"109472",1949,0,2,3639357.15,555959.74,2.47962
"109473",1949,0,3,696541.65,579807.86,2.47962
"109477",1949,0,4,2232680.00,3935267.27,2.47962
"109478",1949,0,1,1275693.37,1475411.88,2.47962
"109479",1949,0,1,383824.29,2509477.98,2.47962
"109488",1949,0,1,1122796.24,2205786.73,2.47962
"109489",1949,0,1,259157.94,2046588.99,2.47962
"109491",1949,0,1,277933.60,2040582.80,2.47962
"109492",1949,0,1,258661.63,2143133.90,2.47962
"109494",1949,0,1,1438424.17,1075571.08,2.47962
"109495",1949,0,1,1558219.94,1212434.87,2.47962
"109499",1949,0,1,1475588.53,667679.96,2.47962
"109500",1949,0,1,1395438.67,1218567.25,2.47962
"109501",1949,0,1,1362640.15,1310233.18,2.47962
"109502",1949,0,2,1165781.73,175214.26,2.47962
"109507",1949,0,1,1160389.62,1067192.69,2.47962
"109509",1949,0,1,1184885.46,1758047.81,2.47962
"109510",1949,0,1,1350871.72,477366.11,2.47962
"109511",1949,0,1,1424106.88,417825.73,2.47962
"109517",1949,0,1,703675.06,68524.43,2.47962
"109519",1949,0,1,28096.19,1798223.68,2.47962
"109524",1949,0,3,776784.04,0.00,2.47962
"109532",1949,0,4,169595.02,653858.99,2.47962
"109534",1949,0,4,17084.84,512688.24,2.47962
"109535",1949,0,4,90395.72,10994.53,2.47962
"109538",1949,0,2,342950.21,299089.87,2.47962
"109540",1949,0,1,170183.86,255010.81,2.47962
"109543",1949,0,1,576922.53,851710.03,2.47962
"109544",1949,0,1,598709.70,1382963.63,2.47962
"109546",1949,0,1,2158696.17,14794235.78,2.47962
"109547",1949,0,1,414528.21,0.00,2.47962
"109548",1949,0,1,426321.88,0.00,2.47962
"109549",1949,0,1,427936.99,0.00,2.47962
"109551",1949,0,1,1985685.86,2965031.68,2.47962
"109555",1949,0,1,585427.09,1758005.75,2.47962
"109556",1949,0,1,648609.88,1599253.84,2.47962
"109557",1949,0,4,1364288.91,2919051.51,2.47962
"109558",1949,0,4,1112870.04,2871557.16,2.47962
"109559",1949,0,1,821149.11,2293978.50,2.47962
"109560",1949,0,1,763173.37,1944408.01,2.47962
"109561",1949,0,1,814099.83,1766325.25,2.47962
"109562",1949,0,1,1908429.74,1559481.75,2.47962
"109563",1949,0,1,1570711.81,1337580.70,2.47962
"109564",1949,0,1,9017.70,679540.93,2.47962
"109565",1949,0,1,20659.96,964994.89,2.47962
"109566",1949,0,1,50775.04,934358.26,2.47962
"109571",1949,0,1,792977.21,563471.69,2.47962
"109572",1949,0,1,1330110.82,384320.60,2.47962
"109573",1949,0,2,1380742.85,77870.20,2.47962
"109574",1949,0,2,1446567.01,664988.11,2.47962
"109575",1949,0,2,1551490.31,1939200.96,2.47962
"109577",1949,0,1,0.00,1682642.34,2.47962
"109580",1949,0,1,1058704.95,489487.85,2.47962
"109581",1949,0,1,1115376.82,489487.85,2.47962
"109582",1949,0,1,1208927.05,489487.85,2.47962
"109583",1949,0,1,1759587.21,3277303.21,2.47962
"109584",1949,0,1,2114356.33,3348931.68,2.47962
"109585",1949,0,1,1909296.18,2937894.46,2.47962
"109589",1949,0,1,1179257.81,205051.74,2.47962
"109590",1949,0,1,1183447.00,491994.63,2.47962
"109591",1949,0,1,1079348.08,543770.70,2.47962
"109593",1949,0,2,438182.85,359824.75,2.47962
"109594",1949,0,2,353583.03,1809394.87,2.47962
"109600",1949,0,1,415983.49,222481.48,2.47962
"109601",1949,0,1,520738.55,1986771.01,2.47962
"109602",1949,0,1,514034.16,3253808.40,2.47962
"109603",1949,0,1,1007408.37,89394.69,2.47962
"109604",1949,0,1,1250457.27,0.00,2.47962
"109609",1949,0,3,1608052.83,1739246.91,2.47962
"109610",1949,0,4,1152162.65,1272177.14,2.47962
"109611",1949,0,4,1041897.71,1378866.97,2.47962
"109614",1949,0,4,1170610.24,514631.42,2.47962
"109615",1949,0,1,1742317.31,3425624.19,2.47962
"109617",1949,0,1,250207.54,181035.38,2.47962
"109619",1949,0,1,259368.24,181464.40,2.47962
"109625",1949,0,1,1754153.04,868954.70,2.47962
"109626",1949,0,1,1910852.41,0.00,2.47962
"109627",1949,0,1,506160.50,532153.68,2.47962
"109628",1949,0,1,511628.32,735388.42,2.47962
"109630",1949,0,1,295169.86,684487.21,2.47962
"109631",1949,0,1,85205.49,5393215.77,2.47962
"109632",1949,0,1,121966.08,6866920.01,2.47962
"109633",1949,0,1,355585.09,5425829.23,2.47962
"109634",1949,0,1,1757391.67,735909.97,2.47962
"109637",1949,0,1,16386.64,584442.89,2.47962
"109639",1949,0,1,639634.24,601477.26,2.47962
"109642",1949,0,1,620799.70,1245267.04,2.47962
"109644",1949,0,2,479418.64,3451003.30,2.47962
"109647",1949,0,1,383563.51,2463489.39,2.47962
"109648",1949,0,1,64957.73,2438673.89,2.47962
"109651",1949,0,1,62198.58,398166.81,2.47962
"109652",1949,0,1,28096.19,340384.54,2.47962
"109654",1949,0,3,2081002.62,102509.05,2.47962
"109655",1949,0,2,2775.97,593519.47,2.47962
"109657",1949,0,1,885139.45,3828383.97,2.47962
"109658",1949,0,4,690283.10,1833276.63,2.47962
"109659",1949,0,4,770550.73,1658020.31,2.47962
"109660",1949,0,1,1029389.01,1418361.46,2.47962
"109661",1949,0,1,1851766.28,517121.38,2.47962
"109662",1949,0,1,324704.51,3652589.28,2.47962
"109665",1949,0,3,577402.01,964574.29,2.47962
"109666",1949,0,1,1219938.41,4060379.46,2.47962
"109669",1949,0,4,439949.38,370718.34,2.47962
"109671",1949,0,1,1414576.05,1650920.56,2.47962
"109672",1949,0,1,1166866.88,1574152.33,2.47962
"109673",1949,0,1,346567.39,2074239.34,2.47962
"109674",1949,0,1,349191.94,2460612.48,2.47962
"109680",1949,0,1,901206.44,2008995.61,2.47962
"109682",1949,0,1,133128.85,1451790.89,2.47962
"109683",1949,0,1,162234.49,6039.84,2.47962
"109684",1949,0,1,2292346.56,1527364.60,2.47962
"109685",1949,0,1,1224270.60,759320.66,2.47962
"109686",1949,0,1,170814.76,1570047.26,2.47962
"109687",1949,0,1,125255.19,1855232.04,2.47962
"109688",1949,0,1,143509.30,1819859.44,2.47962
"109689",1949,0,2,354070.92,602697.00,2.47962
"109690",1949,0,1,314021.23,1479357.12,2.47962
"109691",1949,0,1,258627.99,883759.88,2.47962
"109698",1949,0,2,478131.60,200786.84,2.47962
"109699",1949,0,1,327034.65,359824.75,2.47962
"109700",1949,0,1,1733299.61,2534520.61,2.47962
"109701",1949,0,4,459616.71,2433693.97,2.47962
"109702",1949,0,1,713693.79,4122830.40,2.47962
"109703",1949,0,1,531051.71,838276.01,2.47962
"109706",1949,0,1,991795.63,1977282.24,2.47962
"109707",1949,0,1,1184035.85,2144387.30,2.47962
"109708",1949,0,1,2489423.69,260823.53,2.47962
"109709",1949,0,1,2368054.87,1218113.00,2.47962
"109710",1949,0,1,1559389.21,1249439.41,2.47962
"109715",1949,0,1,1849705.33,1055373.79,2.47962
"109716",1949,0,1,1597899.51,2783971.06,2.47962
"109720",1949,0,3,966963.31,1784470.01,2.47962
"109721",1949,0,2,574996.17,100246.21,2.47962
"109722",1949,0,1,98504.92,606246.88,2.47962
"109724",1949,0,3,609678.99,1930477.68,2.47962
"109725",1949,0,3,653934.70,1930477.68,2.47962
"109729",1949,0,1,1738187.00,702421.66,2.47962
"109731",1949,0,1,459810.19,1158791.33,2.47962
"109733",1949,0,1,1002436.86,1906116.43,2.47962
"109742",1949,0,2,635562.82,1283970.81,2.47962
"109743",1949,0,2,542307.01,1201440.34,2.47962
"109750",1949,0,1,336843.08,2177000.75,2.47962
"109754",1949,0,1,1219610.34,2707101.90,2.47962
"109755",1949,0,1,591340.75,925323.74,2.47962
"109761",1949,0,1,1455652.01,1630874.68,2.47962
"109762",1949,0,1,1480131.03,1628872.62,2.47962
"109763",1949,0,1,790386.30,1171098.14,2.47962
"109764",1949,0,3,80932.18,137831.18,2.47962
"109765",1949,0,1,1122484.99,1525118.59,2.47962
"109766",1949,0,1,366226.31,1619812.86,2.47962
"109767",1949,0,1,1184439.62,2914298.71,2.47962
"109768",1949,0,1,1603417.80,1884943.34,2.47962
"109769",1949,0,1,1554148.52,1765290.57,2.47962
"109778",1949,0,1,1704757.57,3248996.72,2.47962
"109779",1949,0,1,1791939.89,3466094.49,2.47962
"109780",1949,0,1,1975498.89,3657249.55,2.47962
"109782",1949,0,3,774992.28,1288513.31,2.47962
"109786",1949,0,1,238304.51,1417772.62,2.47962
"109787",1949,0,4,272305.95,2268944.28,2.47962
"109788",1949,0,1,2204112.74,2260313.54,2.47962
"109789",1949,0,1,2192823.79,2288165.78,2.47962
"109790",1949,0,1,2567462.13,2198148.60,2.47962
"109791",1949,0,1,553915.61,3461223.92,2.47962
"109792",1949,0,1,604362.58,3620531.02,2.47962
"109793",1949,0,1,506370.80,3620186.13,2.47962
"109794",1949,0,1,680928.92,3684723.25,2.47962
"109795",1949,0,1,788586.13,495628.63,2.47962
"109796",1949,0,1,867406.89,481210.40,2.47962
"109797",1949,0,1,3128040.08,2570347.46,2.47962
"109798",1949,0,1,2244179.25,2805152.57,2.47962
"109799",1949,0,1,2525671.15,2570347.46,2.47962
"109800",1949,0,1,2871548.75,1900034.53,2.47962
